death,count,descriptive_text,joinid,year,week_id,year_range,split_year
Jaw-fallen,,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Impostume,,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Infants,3,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Itch,,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Kings Evil,1,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Leprosie,,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Lethargy,,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Liver-grown,,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Lunatick,,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Meagrim,,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Measles,,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Mother,,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Noli me tangere,,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Overlaid,,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Palsie,,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Plague,,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Plurisie,1,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Purples,,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Quinsie,,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Rheumatism,,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Rickets,7,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Rising of the Lights,3,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Running of the Reins,,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Rupture,,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
St. Anthony's Fire,,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Scald Head,,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Sciatica,,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Scowring,1,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Scurvy,,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Shingles,,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Spleen,,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Spotted-Fever,2,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Still-born,9,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Stone,1,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Stopping of the Stomach,3,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Strangury,,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Suddenly,1,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Surfeit,7,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Swine-Pox,,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Teeth,14,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Thrush,,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Tissick,,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Tympany,,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Ulcer,2,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Vomiting,1,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Wen,,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Wind,,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Wolf,,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Worms,1,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Killed,,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Suicide,,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Other Casualties,,,1June8June1669,1669,1668-1669-24,1668-1669,1668/1669
Abortive,,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Aged,11,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Ague,,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Apoplexy,,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Bed-ridden,1,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Blasted,,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Bleeding,,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Bloody-flux,,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Calenture,,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Cancer,1,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Canker,,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Child-Bed,5,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Chrisoms,8,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Cold,,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Colick,,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Consumption,28,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Convulsion,21,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Cough,,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Cramp,,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Diabetes,,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Dropsie,9,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Drowned,,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Falling-sickness,,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Fever,17,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Fistula,2,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Flox and Small-Pox,17,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Flux,1,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
French-Pox,1,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Frets,,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Gangreen,,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Gout,,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Grief,,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Griping in the Guts,28,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Headache,,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Headmouldshot,,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Hiccough,,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Jaundies,,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Jaw-fallen,,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Impostume,,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Infants,5,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Itch,,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Kings Evil,,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Leprosie,,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Lethargy,,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Liver-grown,,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Lunatick,,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Meagrim,,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Measles,,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Mother,,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Noli me tangere,,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Overlaid,3,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Palsie,1,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Plague,,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Plurisie,,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Purples,,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Quinsie,1,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Rheumatism,,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Rickets,5,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Rising of the Lights,3,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Running of the Reins,,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Rupture,,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
St. Anthony's Fire,,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Scald Head,,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Sciatica,,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Scowring,,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Scurvy,,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Shingles,,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Spleen,,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Spotted-Fever,1,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Still-born,8,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Stone,1,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Stopping of the Stomach,2,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Strangury,,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Suddenly,,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Surfeit,4,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Swine-Pox,,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Teeth,15,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Thrush,1,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Tissick,3,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Tympany,,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Ulcer,,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Vomiting,1,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Wen,,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Wind,,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Wolf,,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Worms,4,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Killed,,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Suicide,2,Murthered himself with a Pistol at St. Dunstan West; Threw her self into a house of Office at St. Mildred Poultrey,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Other Casualties,,,8June15June1669,1669,1668-1669-25,1668-1669,1668/1669
Abortive,,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Aged,15,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Ague,,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Apoplexy,,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Bed-ridden,,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Blasted,,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Bleeding,,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Bloody-flux,,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Calenture,,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Cancer,,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Canker,,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Child-Bed,3,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Chrisoms,8,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Cold,,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Colick,,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Consumption,52,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Convulsion,41,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Cough,,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Cramp,,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Diabetes,,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Dropsie,10,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Drowned,1,Drown'd at S. Michael Crooked-Lane,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Falling-sickness,,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Fever,30,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Fistula,,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Flox and Small-Pox,10,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Flux,,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
French-Pox,1,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Frets,,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Gangreen,,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Gout,,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Grief,1,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Griping in the Guts,31,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Headache,,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Headmouldshot,,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Hiccough,,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Jaundies,5,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Jaw-fallen,,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Impostume,5,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Infants,7,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Itch,,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Kings Evil,,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Leprosie,,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Lethargy,,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Liver-grown,,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Lunatick,,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Meagrim,,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Measles,,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Mother,,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Noli me tangere,,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Overlaid,,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Palsie,,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Plague,,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Plurisie,,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Purples,,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Quinsie,,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Rheumatism,,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Rickets,12,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Rising of the Lights,5,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Running of the Reins,,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Rupture,1,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
St. Anthony's Fire,,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Scald Head,,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Sciatica,,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Scowring,1,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Scurvy,,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Shingles,,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Spleen,,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Spotted-Fever,1,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Still-born,12,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Stone,,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Stopping of the Stomach,5,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Strangury,,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Suddenly,1,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Surfeit,9,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Swine-Pox,1,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Teeth,16,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Thrush,,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Tissick,,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Tympany,,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Ulcer,1,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Vomiting,1,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Wen,,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Wind,2,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Wolf,,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Worms,2,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Killed,2,Kild with a Cart at St. Leonard Shoreditch; Smothered at St. Botolph Bishopsgate,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Suicide,,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Other Casualties,,,15June22June1669,1669,1668-1669-26,1668-1669,1668/1669
Abortive,2,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Aged,12,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Ague,,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Apoplexy,,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Bed-ridden,,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Blasted,,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Bleeding,,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Bloody-flux,,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Calenture,,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Cancer,,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Canker,,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Child-Bed,10,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Chrisoms,6,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Cold,,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Colick,,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Consumption,46,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Convulsion,30,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Cough,1,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Cramp,,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Diabetes,,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Dropsie,11,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Drowned,7,"Drowned 7, One at St. Andrew Wardrobe, one at St. Olave Southwark, one at St. Saviours Southwark, one at St. Katharine Tower, one at Lambeth, one at Margaret Westminster, and one in a tub of water at St. Andrew Holborn",22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Falling-sickness,,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Fever,20,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Fistula,,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Flox and Small-Pox,13,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Flux,3,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
French-Pox,1,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Frets,,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Gangreen,,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Gout,,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Grief,,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Griping in the Guts,42,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Headache,,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Headmouldshot,,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Hiccough,,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Jaundies,1,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Jaw-fallen,,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Impostume,1,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Infants,5,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Itch,,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Kings Evil,2,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Leprosie,,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Lethargy,,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Liver-grown,,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Lunatick,,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Meagrim,,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Measles,1,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Mother,,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Noli me tangere,,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Overlaid,2,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Palsie,,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Plague,,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Plurisie,,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Purples,,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Quinsie,,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Rheumatism,,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Rickets,7,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Rising of the Lights,5,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Running of the Reins,,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Rupture,1,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
St. Anthony's Fire,,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Scald Head,,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Sciatica,,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Scowring,,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Scurvy,1,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Shingles,,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Spleen,,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Spotted-Fever,4,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Still-born,9,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Stone,,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Stopping of the Stomach,2,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Strangury,,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Suddenly,2,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Surfeit,6,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Swine-Pox,,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Teeth,22,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Thrush,4,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Tissick,1,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Tympany,1,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Ulcer,,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Vomiting,,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
Wen,,,22June29June1669,1669,1668-1669-27,1668-1669,1668/1669
