notesID|weekID|billsection|inputternote|notetype
2600|1819/29|counts|1 missing christening from total, could not find discrepancy. Right hand side of bill cropped, Without the Walls and Outparishes missing burials|totals discrepancy; part missing: damaged
2601|1819/36|counts|2 missing burials from Outparishes, could not find discrepancy|totals discrepancy
2602|1819/39|counts|9 additional burials in Without the Walls, could not find discrepancy|totals discrepancy
2603|1819/41|counts|Bottom of page faded, in/decrease missing|part missing: damaged
2604|1819/51|counts|Note on bill: Increase in the Burials this week is owing to the clerks of St Anne (ANWS) and St Mary (WHCL). Bottom of bill cropped, rest of note missing. 10 additional burials in Without the Walls, could not find discrepancy|reporting period != this week; part missing: damaged; totals discrepancy
2605|1819/52|counts|1 additional burial in Within the Walls, could not find discrepancy|totals discrepancy
2606|1820/02|counts|8 missing burials from Outparishes, could not find discrepancy|totals discrepancy
2607|1820/05|counts|5 additional burials in Within the Walls, could not find discrepancy|totals discrepancy
2608|1820/19|counts|20 missing burials from Westminster, could not find discrepancy|totals discrepancy
2609|1820/21|counts|2 additional christenings to total, could not find discrepancy|totals discrepancy
2610|1820/23|counts|10 missing burials in Outparishes, 10 additional christenings in total, could not find discrepancy|totals discrepancy
2611|1820/24|counts|8 missing christenings in total, sum of males and females 8 more than given sum|totals discrepancy
2612|1820/41|counts|6 burials missing from Within the Walls, could not find discrepancy|totals discrepancy
2613|1820/47|counts|Missing burial in Within the Walls, could not find discrepancy|totals discrepancy
2614|1820/50|counts|Faded patch on right hand side of bill over some of Westminster, MALS to PCOV obscured|totals discrepancy; part missing: illegible
2615|1821/04|counts|6 missing burials in Outparishes, ould not find discrepancy. Bottom of bill cropped, in/decrease missing|totals discrepancy; part missing: damaged
2616|1821/13|counts|Missing burial from Within the Walls, could not find discrepancy|totals discrepancy
2617|1821/14|counts|4 burials missing from Westminster and additional to total, probably addition or typest error|totals discrepancy
2618|1821/16|counts|10 missing christenings from total, could not find discrepancy|totals discrepancy
2619|1821/38|counts|Bottom of bill cropped, in/decrease missing|part missing: damaged
2620|1821/39|counts|Bottom of bill cropped, in/decrease missing|part missing: damaged
2621|1821/44|counts|Bottom of bill cropped, in/decrease missing|part missing: damaged
2622|1821/48|counts|90 missing burials from total, could not find discrepancy|totals discrepancy
2623|1821/50|counts|9 missing burials from Within the Walls and additional to total, probably addition or typeset error|totals discrepancy
2624|1821/52|counts|Bottom of bill cropped, In'decrease missing.|part missing: damaged
2625|1822/01|counts|Right hand side of bill cropped, 4 burials missing from Westminster|part missing: damaged
2626|1822/02|counts|Right hand side of bill cropped, Burials missing from Outparishes and Westminster|part missing: damaged
2627|1822/03|counts|20 missing christenings, could not find discrepancy|totals discrepancy
2628|1822/04|counts|Right hand side of bill cropped, Outparishes and Westminster missing burials|part missing: damaged
2629|1822/07|counts|Right hand side of page missing, all parish groupings missing counts from third column|part missing: damaged
2630|1822/08|counts|Right hand side of page missing, burials missing from Westminster|part missing: damaged
2631|1822/10|counts|Right hand side of page missing, burials missing from Westminster|part missing: damaged
2632|1822/11|counts|Right hand side of page missing, burials missing from all groups|part missing: damaged
2633|1822/13|counts|Right hand side of page missing, burials missing from groups except Within the Walls|part missing: damaged
2634|1822/14|counts|Right hand side of page missing, burials missing from all groups|part missing: damaged
2635|1822/18|counts|Right hand side of bill cropped, Without the Walls and Outparishes missing counts|part missing: damaged
2636|1822/20|counts|right edge of Bill cropped or filmed at a slant: counts for LAMB, BERM, NEWN and probably others cut off|part missing: damaged
2637|1822/21|counts|Additional burial in Within the Walls, could not find discrepancy|totals discrepancy
2638|1822/23|counts|Right hand side of bill cropped, all except Westminster missing counts|part missing: damaged
2639|1822/24|counts|Right hand side of bill cropped, all groups missing counts|part missing: damaged
2640|1822/33|counts|Right hand side of bill cropped, parish groups missing counts|part missing: damaged
2641|1822/34|counts|15 burials missing from Westminster, could not find discrepancy|totals discrepancy
2642|1822/36|counts|Right hand side of bill cropped, Outparishes and Westminster missing counts|part missing: damaged
2643|1822/37|counts|5 missing christenings from total, could not find discrepancy|totals discrepancy
2644|1822/38|counts|Right hand side of bill cropped, all except Westminster  missing counts|part missing: damaged
2645|1822/39|counts|Missing burial from Without the Walls, could not find discrepancy|totals discrepancy
2646|1822/40|counts|7 missing burials from Outparishes, could not find discrepancy|totals discrepancy
2647|1822/45|counts|5 additional burials in Within the Walls, could not find discrepancy|totals discrepancy
2648|1822/49|counts|Right hand side of bill cropped, parish groups missing counts|part missing: damaged
2649|1823/04|counts|Bottom of bill cropped, in/decrease missing|part missing: damaged
2650|1823/05|counts|Bottom of bill cropped, in/decrease missing|part missing: damaged
2651|1823/06|counts|Right hand side of bill cropped, counts from parish groups missing|part missing: damaged
2652|1823/07|counts|Bottom of bill cropped, in/decrease missing|part missing: damaged
2653|1823/08|counts|Christening totals have additional counts, sum of male and female does not equal given sum|totals discrepancy
2654|1823/14|counts|Right hand side of bill cropped, counts from parish groups missing|part missing: damaged
2655|1823/16|counts|4 burials missing from Without the Walls, could not find discrepancy|totals discrepancy
2656|1823/17|counts|Bottom of bill cropped, in/decrease missing|part missing: damaged
2657|1823/18|counts|Bottom of bill cropped, in/decrease missing|part missing: damaged
2658|1823/20|counts|6 additional burials in Westminster, could not find discrepancy. Bottom of bill cropped, in/decrease missing|totals discrepancy; part missing: damaged
2659|1823/22|counts|edges of Bill cropped, LAMB, NEWN, WHCL and PASW have illegible counts with digits cut off|part missing: damaged
2660|1823/23|counts|Bottom of bill cropped, in/decrease missing|part missing: damaged
2661|1823/24|counts|Bottom of bill cropped, in/decrease missing|part missing: damaged
2662|1823/26|counts|Bottom of bill cropped, in/decrease missing|part missing: damaged
2663|1823/27|counts|Bottom of bill cropped, in/decrease missing|part missing: damaged
2664|1823/36|counts|2 missing burials in Within the Walls, could not find discrepancy|totals discrepancy
2665|1823/43|counts|Right hand side of bill cropped, Outparishes and Westminster missing parish counts.|part missing: damaged
2666|1823/44|counts|2 burials missing from Outparishes, could not find discrepancy. Bottom of bill cropped, in/decrease missing|totals discrepancy; part missing: damaged
2667|1823/45|counts|Bottom of bill cropped, in/decrease missing|part missing: damaged
2668|1823/46|counts|Bottom of bill cropped, in/decrease missing|part missing: damaged
2669|1823/47|counts|10 additional christenings in total, could not find discrepancy|totals discrepancy
2670|1823/49|counts|40 burials missing from Westminster and additional to total, could not find discrepancy.|totals discrepancy
2671|1823/51|counts|Bottom of bill cropped, in/decrease missing|part missing: damaged
2672|1823/52|counts|Bottom of bill cropped, in/decrease missing|part missing: damaged
2673|1823/53|counts|9 additional burials in Without the Walls, could not find discrepancy. Bottom of bill cropped, in/decrease missing|totals discrepancy; part missing: damaged
